run_key,dataset,exog,loss,fold,checkpoint,anchoring,mse,rmse,mae,corr,corr_h1,corr_hN,corr_valid_horizons,corr_total_horizons,corr_invalid_reasons,seg_mse_median,seg_mse_p90,n_segments,n_windows,exog_in,exog_cols_actual,input_cols_actual,seq_len,config_hash,plan_id,eval_version,eval_code_hash,persist_mse,improve_mse_pct
drycut__none__huber__f1,drycut,none,huber,1,best_corr,persistence,2664.152587890625,51.61542892456055,22.6044864654541,0.9814154301880902,0.9994072861501734,0.9528790576148803,15,15,,27.88094139099121,4127.38583984375,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,6701effe4cb17830,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,0.0
drycut__none__huber__f1,drycut,none,huber,1,best_mse,raw,45265.140625,212.7560577392578,170.40447998046875,0.7446142264603408,0.7411526834012372,0.7292451717468448,15,15,,30518.298828125,60698.194531249996,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,6701effe4cb17830,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-1599.0445979236956
drycut__none__huber__f1,drycut,none,huber,1,best_mse,anchored,8627.8916015625,92.88644409179688,68.44457244873047,0.9674636912473253,0.9994072861501734,0.9467190898944194,15,15,,13477.45703125,24782.54140625,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,6701effe4cb17830,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-223.85125539651384
drycut__none__huber__f1,drycut,none,huber,1,best_mse,persistence,2664.152587890625,51.61542892456055,22.6044864654541,0.9814154301880902,0.9994072861501734,0.9528790576148803,15,15,,27.88094139099121,4127.38583984375,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,6701effe4cb17830,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,0.0
drycut__none__huber__f2,drycut,none,huber,2,best_corr,raw,53519.77734375,231.34341430664062,172.05892944335938,0.7789038427921422,0.7746231284163653,0.7695184179127154,15,15,,58227.2578125,169141.80937499998,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,edfadfca18bdc426,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-1908.8855866219333
drycut__none__huber__f2,drycut,none,huber,2,best_corr,anchored,3282.030029296875,57.289005279541016,36.92820358276367,0.9828648618986001,0.9994072860812558,0.9624369381644831,15,15,,4752.2490234375,9759.12578125,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,edfadfca18bdc426,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-23.192269249692714
drycut__none__huber__f2,drycut,none,huber,2,best_corr,persistence,2664.152587890625,51.61542892456055,22.6044864654541,0.9814154281540636,0.9994072860812558,0.952879052485856,15,15,,27.880929946899414,4127.38583984375,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,edfadfca18bdc426,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,0.0
drycut__none__huber__f2,drycut,none,huber,2,best_mse,raw,53519.77734375,231.34341430664062,172.05892944335938,0.7789038427921422,0.7746231284163653,0.7695184179127154,15,15,,58227.2578125,169141.80937499998,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,edfadfca18bdc426,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-1908.8855866219333
drycut__none__huber__f2,drycut,none,huber,2,best_mse,anchored,3282.030029296875,57.289005279541016,36.92820358276367,0.9828648618986001,0.9994072860812558,0.9624369381644831,15,15,,4752.2490234375,9759.12578125,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,edfadfca18bdc426,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-23.192269249692714
drycut__none__huber__f2,drycut,none,huber,2,best_mse,persistence,2664.152587890625,51.61542892456055,22.6044864654541,0.9814154281540636,0.9994072860812558,0.952879052485856,15,15,,27.880929946899414,4127.38583984375,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,edfadfca18bdc426,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,0.0
drycut__none__huber__f3,drycut,none,huber,3,best_corr,raw,33083.78125,181.8894805908203,126.35102844238281,0.8064224024347845,0.8191608495611521,0.7864258424915264,15,15,,10739.42578125,56401.98046875,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,2405a2d7b9e23602,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,-1141.8124385445142
drycut__none__huber__f3,drycut,none,huber,3,best_corr,anchored,2115.9677734375,45.99964904785156,26.398605346679688,0.9868925448624194,0.9994072861062238,0.9701826591182756,15,15,,1426.445068359375,3227.251269531249,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,2405a2d7b9e23602,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,20.576336762774723
drycut__none__huber__f3,drycut,none,huber,3,best_corr,persistence,2664.15283203125,51.61543273925781,22.6044864654541,0.9814154294379127,0.9994072861062238,0.9528790557356601,15,15,,27.88093376159668,4127.38583984375,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,2405a2d7b9e23602,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,0.0
drycut__none__huber__f3,drycut,none,huber,3,best_mse,raw,47876.58203125,218.8071746826172,159.04580688476562,0.7902696016432534,0.8011939470826002,0.7720718289437728,15,15,,53164.7109375,137341.33125,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,2405a2d7b9e23602,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,-1697.065898608643
drycut__none__huber__f3,drycut,none,huber,3,best_mse,anchored,2463.58837890625,49.63454818725586,28.535173416137695,0.9854781907428793,0.9994072861062238,0.9683999114246565,15,15,,874.8013916015625,3930.384570312499,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,2405a2d7b9e23602,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,7.52826379604064
drycut__none__huber__f3,drycut,none,huber,3,best_mse,persistence,2664.15283203125,51.61543273925781,22.6044864654541,0.9814154294379127,0.9994072861062238,0.9528790557356601,15,15,,27.88093376159668,4127.38583984375,15,6240,0,,"HL02,HL03,HL04,HL05,HL06",60,2405a2d7b9e23602,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,0.0
drycut__full__mse__f1,drycut,full,mse,1,best_corr,raw,45863.62890625,214.157958984375,145.49356079101562,0.7276429775079315,0.7942981671776757,0.7545525877862955,15,15,,17334.71875,66594.2109375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,5ce5dd30bebbb8dc,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,-1621.508929774192
drycut__full__mse__f1,drycut,full,mse,1,best_corr,anchored,7114.03369140625,84.34473419189453,56.95762634277344,0.9699997734642045,0.9994072861500151,0.9681737964606127,15,15,,12890.3857421875,22140.003125,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,5ce5dd30bebbb8dc,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,-167.0279875040894
drycut__full__mse__f1,drycut,full,mse,1,best_corr,persistence,2664.15283203125,51.61543273925781,22.6044864654541,0.9814154305590475,0.9994072861500151,0.9528790585671569,15,15,,27.880950927734375,4127.38583984375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,5ce5dd30bebbb8dc,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,0.0
drycut__full__mse__f1,drycut,full,mse,1,best_mse,raw,45863.62890625,214.157958984375,145.49356079101562,0.7276429775079315,0.7942981671776757,0.7545525877862955,15,15,,17334.71875,66594.2109375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,5ce5dd30bebbb8dc,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,-1621.508929774192
drycut__full__mse__f1,drycut,full,mse,1,best_mse,anchored,7114.03369140625,84.34473419189453,56.95762634277344,0.9699997734642045,0.9994072861500151,0.9681737964606127,15,15,,12890.3857421875,22140.003125,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,5ce5dd30bebbb8dc,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,-167.0279875040894
drycut__full__mse__f1,drycut,full,mse,1,best_mse,persistence,2664.15283203125,51.61543273925781,22.6044864654541,0.9814154305590475,0.9994072861500151,0.9528790585671569,15,15,,27.880950927734375,4127.38583984375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,5ce5dd30bebbb8dc,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,0.0
drycut__full__mse__f2,drycut,full,mse,2,best_corr,raw,45215.59765625,212.6396026611328,153.65176391601562,0.7345977826385833,0.7408405341943811,0.7145528304863978,15,15,,48145.0546875,112730.39062499997,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,c54a10c52d442560,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-1597.1849833890333
drycut__full__mse__f2,drycut,full,mse,2,best_corr,anchored,3697.3251953125,60.805633544921875,41.00355911254883,0.9806308540533162,0.9994072861112783,0.9641394517035907,15,15,,6035.125,8910.173046875,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,c54a10c52d442560,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-38.7805342726222
drycut__full__mse__f2,drycut,full,mse,2,best_corr,persistence,2664.152587890625,51.61542892456055,22.6044864654541,0.9814154288700294,0.9994072861112783,0.9528790542880219,15,15,,27.880918502807617,4127.38583984375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,c54a10c52d442560,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,0.0
drycut__full__mse__f2,drycut,full,mse,2,best_mse,raw,45215.59765625,212.6396026611328,153.65176391601562,0.7345977826385833,0.7408405341943811,0.7145528304863978,15,15,,48145.0546875,112730.39062499997,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,c54a10c52d442560,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-1597.1849833890333
drycut__full__mse__f2,drycut,full,mse,2,best_mse,anchored,3697.3251953125,60.805633544921875,41.00355911254883,0.9806308540533162,0.9994072861112783,0.9641394517035907,15,15,,6035.125,8910.173046875,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,c54a10c52d442560,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-38.7805342726222
drycut__full__mse__f2,drycut,full,mse,2,best_mse,persistence,2664.152587890625,51.61542892456055,22.6044864654541,0.9814154288700294,0.9994072861112783,0.9528790542880219,15,15,,27.880918502807617,4127.38583984375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,c54a10c52d442560,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,0.0
drycut__full__mse__f3,drycut,full,mse,3,best_corr,raw,46041.7265625,214.5733642578125,127.40771484375,0.7465679052645028,0.7581374601776448,0.7240752892712957,15,15,,8569.1259765625,83603.75781249999,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,b760a6836fa77e34,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-1628.1940520889646
drycut__full__mse__f3,drycut,full,mse,3,best_corr,anchored,2096.241455078125,45.78472900390625,24.087833404541016,0.987668357570646,0.9994072861322046,0.967866547802118,15,15,,447.2742614746094,3156.2967773437495,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,b760a6836fa77e34,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,21.316764489910486
drycut__full__mse__f3,drycut,full,mse,3,best_corr,persistence,2664.152587890625,51.61542892456055,22.6044864654541,0.9814154296822222,0.9994072861322046,0.9528790563447639,15,15,,27.88093376159668,4127.38583984375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,b760a6836fa77e34,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,0.0
drycut__full__mse__f3,drycut,full,mse,3,best_mse,raw,46041.7265625,214.5733642578125,127.40771484375,0.7465679052645028,0.7581374601776448,0.7240752892712957,15,15,,8569.1259765625,83603.75781249999,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,b760a6836fa77e34,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-1628.1940520889646
drycut__full__mse__f3,drycut,full,mse,3,best_mse,anchored,2096.241455078125,45.78472900390625,24.087833404541016,0.987668357570646,0.9994072861322046,0.967866547802118,15,15,,447.2742614746094,3156.2967773437495,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,b760a6836fa77e34,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,21.316764489910486
drycut__full__mse__f3,drycut,full,mse,3,best_mse,persistence,2664.152587890625,51.61542892456055,22.6044864654541,0.9814154296822222,0.9994072861322046,0.9528790563447639,15,15,,27.88093376159668,4127.38583984375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,b760a6836fa77e34,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,0.0
drycut__full__huber__f1,drycut,full,huber,1,best_corr,raw,42615.2109375,206.4345245361328,139.83213806152344,0.7332564206950998,0.798266304813873,0.7604856945453635,15,15,,27150.271484375,59527.1125,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,bcac50913edc2205,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,-1499.578313418625
drycut__full__huber__f1,drycut,full,huber,1,best_corr,anchored,9276.3134765625,96.3136215209961,63.210235595703125,0.9656227447676132,0.9994072861500151,0.9678934108098476,15,15,,19024.052734375,32715.5109375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,bcac50913edc2205,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,-248.18998989220492
drycut__full__huber__f1,drycut,full,huber,1,best_corr,persistence,2664.15283203125,51.61543273925781,22.6044864654541,0.9814154305590475,0.9994072861500151,0.9528790585671569,15,15,,27.880950927734375,4127.38583984375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,bcac50913edc2205,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,0.0
drycut__full__huber__f1,drycut,full,huber,1,best_mse,raw,42615.2109375,206.4345245361328,139.83213806152344,0.7332564206950998,0.798266304813873,0.7604856945453635,15,15,,27150.271484375,59527.1125,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,bcac50913edc2205,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,-1499.578313418625
drycut__full__huber__f1,drycut,full,huber,1,best_mse,anchored,9276.3134765625,96.3136215209961,63.210235595703125,0.9656227447676132,0.9994072861500151,0.9678934108098476,15,15,,19024.052734375,32715.5109375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,bcac50913edc2205,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,-248.18998989220492
drycut__full__huber__f1,drycut,full,huber,1,best_mse,persistence,2664.15283203125,51.61543273925781,22.6044864654541,0.9814154305590475,0.9994072861500151,0.9528790585671569,15,15,,27.880950927734375,4127.38583984375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,bcac50913edc2205,d896860175be,v1-corr-skip-constant,2569904e,2664.15283203125,0.0
drycut__full__huber__f2,drycut,full,huber,2,best_corr,raw,59574.75390625,244.07940673828125,175.02552795410156,0.6858312262220083,0.6923061439312935,0.6866701779970952,15,15,,71534.6796875,195434.22499999998,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,96740dc424c0b5d5,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-2136.161478776973
drycut__full__huber__f2,drycut,full,huber,2,best_corr,anchored,3475.715576171875,58.9552001953125,38.82632827758789,0.9820794597357286,0.999407286111346,0.9536877778801685,15,15,,6122.01416015625,9421.246875,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,96740dc424c0b5d5,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-30.462331323290115
drycut__full__huber__f2,drycut,full,huber,2,best_corr,persistence,2664.152587890625,51.61542892456055,22.6044864654541,0.9814154288700294,0.9994072861112783,0.9528790542880219,15,15,,27.880918502807617,4127.38583984375,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,96740dc424c0b5d5,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,0.0
drycut__full__huber__f2,drycut,full,huber,2,best_mse,raw,63061.25,251.1199951171875,178.923828125,0.6826510145950676,0.6874633295724181,0.685739262794932,15,15,,71485.0546875,216312.14999999997,15,6240,9,"Past10Min,Past1Hr,Now,north_gate_opening_1,north_gate_opening_2,north_gate_opening_3,south_gate_opening_1,south_gate_opening_2,south_gate_opening_3","HL02,HL03,HL04,HL05,HL06",60,96740dc424c0b5d5,d896860175be,v1-corr-skip-constant,2569904e,2664.152587890625,-2267.028461006038
